"Subject"	"1.a"	"1.b"	"1.c"	"1.d"	"1.e"	"2.a"	"2.b"	"2.c"	"2.d"	"2.e"	"2.f"	"2.g"	"2.h"	"Game.affect.distraction"	"Surprise"	"Suspected"	"Why "	"Entrant"	"Assignment"	"Entrant.1"	"Date"	"Time"	"RA"	"Station"	"Condition"	"Game.1"	"Game.2"	"Game.3"	"Game.4"	"Game.5"	"Game.6"	"Good.Session"	"Entrant.2"	"irritated"	"happy"	"angered"	"helpful"	"pleased"	"annoyed"	"knew.others"	"knew.partner"	"easy.nav"	"excited"	"engaged"	"challenging"	"stressful"	"violence"	"diff.nav"	"reflexes"	"satisfying"	"effective"	"difficult"	"good.fight"	"hard.control"	"mental.effort"	"comfort.control"	"exhausting"	"aggressed"	"enjoyed"	"often.played"	"FPS.experience"	"FPS.skill"	"mkb.experience"	"vg.freq"	"vg.cumul"	"gender"	"age"	"race"	"year"	"GPA"	"Entrant.3"	"A"	"B"	"C"	"D"	"E"	"F"	"Entrant.4"	"L2d4d"	"R2d4d"	"L_ring_length"	"L_ring_angle"	"L_index_length"	"L_index_angle"	"R_ring_length"	"R_ring_angle"	"R_index_length"	"R_index_angle"	"notes"	"coder"	"Violence"	"Difficulty"
"154"	1	1	1	1	1	1	1	1	1	1	1	1	1	"1"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	"1"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	"Violent"	"Easy"
"155"	1	1	1	1	1	1	1	1	1	1	1	1	1	"1"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	"1"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	"Violent"	"Easy"
"156"	1	1	1	1	1	1	1	1	1	1	1	1	1	"1"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	"1"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	"Violent"	"Easy"
"157"	1	1	1	1	1	1	1	1	1	1	1	1	1	"1"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	"1"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	"Violent"	"Easy"
"158"	1	1	1	1	1	1	1	1	1	1	1	1	1	"1"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	"1"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	"Violent"	"Easy"
"159"	1	1	1	1	1	1	1	1	1	1	1	1	1	"1"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	"1"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	"Violent"	"Easy"
"16"	1	1	1	1	1	1	1	1	1	1	1	1	1	"1"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	"1"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	"Violent"	"Easy"
"160"	1	1	1	1	1	1	1	1	1	1	1	1	1	"1"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	"1"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	"Violent"	"Easy"
"161"	1	1	1	1	1	1	1	1	1	1	1	1	1	"1"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	"1"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	"Violent"	"Easy"
"162"	1	1	1	1	1	1	1	1	1	1	1	1	1	"1"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	"1"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	"Violent"	"Easy"
"163"	1	1	1	1	1	1	1	1	1	1	1	1	1	"1"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	"1"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	"Violent"	"Easy"
"164"	1	1	1	1	1	1	1	1	1	1	1	1	1	"1"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	"1"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	"Violent"	"Easy"
"165"	0	0	0	0	0	0	0	0	0	0	0	0	0	"0"	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	"1"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	"Violent"	"Easy"
"166"	0	0	0	0	0	0	0	0	0	0	0	0	0	"0"	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	"1"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	"Violent"	"Easy"
"167"	0	0	0	0	0	0	0	0	0	0	0	0	0	"0"	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	"1"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	"Violent"	"Easy"
"168"	0	0	0	0	0	0	0	0	0	0	0	0	0	"0"	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	"1"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	"Violent"	"Easy"
"169"	1	1	1	1	1	1	1	1	1	1	1	1	1	"1"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	"1"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	"Violent"	"Easy"
"17"	1	1	1	1	1	1	1	1	1	1	1	1	1	"1"	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	"0"	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	"Nonviolent"	"Easy"
"170"	1	1	1	1	1	1	1	1	1	1	1	1	1	"1"	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	"1"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	"Violent"	"Easy"
"171"	1	1	1	1	1	1	1	1	1	1	1	1	1	"1"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	"1"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	"Violent"	"Easy"
"172"	1	1	1	1	1	1	1	1	1	1	1	1	1	"1"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	"1"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	"Violent"	"Easy"
"173"	1	1	1	1	1	1	1	1	1	1	1	1	1	"1"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	"1"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	"Violent"	"Easy"
"174"	1	1	1	1	1	1	1	1	1	1	1	1	1	"1"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	"1"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	"Violent"	"Easy"
"175"	1	1	1	1	1	1	1	1	1	1	1	1	1	"1"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	"1"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	"Violent"	"Easy"
"176"	1	1	1	1	1	1	1	1	1	1	1	1	1	"1"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	"1"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	"Violent"	"Easy"
"177"	1	1	1	1	1	1	1	1	1	1	1	1	1	"1"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	"1"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	"Violent"	"Easy"
"178"	1	1	1	1	1	1	1	1	1	1	1	1	1	"1"	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	"1"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	"Violent"	"Easy"
"179"	1	1	1	1	1	1	1	1	1	1	1	1	1	"1"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	"1"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	"Violent"	"Easy"
"18"	1	1	1	1	1	1	1	1	1	1	1	1	1	"1"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	"1"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	"Violent"	"Easy"
"180"	1	1	1	1	1	1	1	1	1	1	1	1	1	"1"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	"1"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	"Violent"	"Easy"
"181"	1	1	1	1	1	1	1	1	1	1	1	1	1	"1"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	"1"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	"Violent"	"Easy"
"182"	1	1	1	1	1	1	1	1	1	1	1	1	1	"1"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	"1"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	"Violent"	"Easy"
"183"	1	1	1	1	1	1	1	1	1	1	1	1	1	"1"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	"1"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	"Violent"	"Easy"
"184"	1	1	1	1	1	1	1	1	1	1	1	1	1	"1"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	"1"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	"Violent"	"Easy"
"185"	1	1	1	1	1	1	1	1	1	1	1	1	1	"1"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	"1"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	"Violent"	"Easy"
"186"	0	0	0	0	0	0	0	0	0	0	0	0	0	"0"	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	"1"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	"Violent"	"Easy"
"187"	1	1	1	1	1	1	1	1	1	1	1	1	1	"1"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	"1"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	"Violent"	"Easy"
"188"	1	1	1	1	1	1	1	1	1	1	1	1	1	"1"	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	"0"	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	"Nonviolent"	"Easy"
"189"	1	1	1	1	1	1	1	1	1	1	1	1	1	"1"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	"1"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	"Violent"	"Easy"
"19"	1	1	1	1	1	1	1	1	1	1	1	1	1	"1"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	"1"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	"Violent"	"Easy"
"190"	1	1	1	1	1	1	1	1	1	1	1	1	1	"1"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	"1"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	"Violent"	"Easy"
"191"	1	1	1	1	1	1	1	1	1	1	1	1	1	"1"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	"1"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	"Violent"	"Easy"
"192"	1	1	1	1	1	1	1	1	1	1	1	1	1	"1"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	"1"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	"Violent"	"Easy"
"193"	1	1	1	1	1	1	1	1	1	1	1	1	1	"1"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	"1"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	"Violent"	"Easy"
"194"	1	1	1	1	1	1	1	1	1	1	1	1	1	"1"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	"1"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	"Violent"	"Easy"
"195"	1	1	1	1	1	1	1	1	1	1	1	1	1	"1"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	"1"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	"Violent"	"Easy"
"196"	1	1	1	1	1	1	1	1	1	1	1	1	1	"1"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	"1"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	"Violent"	"Easy"
"197"	1	1	1	1	1	1	1	1	1	1	1	1	1	"1"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	"1"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	"Violent"	"Easy"
"198"	1	1	1	1	1	1	1	1	1	1	1	1	1	"1"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	"1"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	"Violent"	"Easy"
"199"	1	1	1	1	1	1	1	1	1	1	1	1	1	"1"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	"1"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	"Violent"	"Easy"
"2"	1	1	1	1	1	1	1	1	1	1	1	1	1	"1"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	"1"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	"Violent"	"Easy"
"2/4a"	0	0	0	0	0	0	0	0	0	0	0	0	0	"0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	"Nonviolent"	"Easy"
"2/4b"	0	0	0	0	0	0	0	0	0	0	0	0	0	"0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	"Nonviolent"	"Easy"
"20"	1	1	1	1	1	1	1	1	1	1	1	1	1	"1"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	"1"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	"Violent"	"Easy"
"200"	1	1	1	1	1	1	1	1	1	1	1	1	1	"1"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	"1"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	"Violent"	"Easy"
"201"	1	1	1	1	1	1	1	1	1	1	1	1	1	"1"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	"1"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	"Violent"	"Easy"
"202"	1	1	1	1	1	1	1	1	1	1	1	1	1	"1"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	"1"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	"Violent"	"Easy"
"203"	1	1	1	1	1	1	1	1	1	1	1	1	1	"1"	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	"1"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	"Violent"	"Easy"
"204"	1	1	1	1	1	1	1	1	1	1	1	1	1	"1"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	"1"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	"Violent"	"Easy"
"205"	1	1	1	1	1	1	1	1	1	1	1	1	1	"1"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	"1"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	"Violent"	"Easy"
"206"	1	1	1	1	1	1	1	1	1	1	1	1	1	"1"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	"1"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	"Violent"	"Easy"
"207"	1	1	1	1	1	1	1	1	1	1	1	1	1	"1"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	"1"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	"Violent"	"Easy"
"208"	1	1	1	1	1	1	1	1	1	1	1	1	1	"1"	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	"0"	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	"Nonviolent"	"Easy"
"209"	1	1	1	1	1	1	1	1	1	1	1	1	1	"1"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	"1"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	"Violent"	"Easy"
"21"	1	1	1	1	1	1	1	1	1	1	1	1	1	"1"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	"1"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	"Violent"	"Easy"
"210"	1	1	1	1	1	1	1	1	1	1	1	1	1	"1"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	"1"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	"Violent"	"Easy"
